1970,1,1,8,3,13,1
1970,1,1,8,30,0,0
1970,1,3,18,0,5,1
1970,1,3,18,36,39,0
1970,1,4,7,39,39,1
1970,1,4,8,21,54,0
1970,1,4,17,30,0,1
1970,1,4,18,28,50,0
1970,1,4,19,47,3,1
1970,1,4,20,37,49,0
1970,1,4,21,13,40,1
1970,1,4,21,23,45,0
1970,1,6,21,24,34,1
1970,1,6,21,38,50,0
1970,1,7,7,59,5,1
1970,1,7,8,7,18,0
1970,1,8,21,5,5,1
1970,1,8,21,51,27,0
1970,1,9,11,37,25,1
1970,1,9,12,24,24,0
1970,1,9,13,39,24,1
1970,1,9,13,58,34,0
1970,1,9,15,3,42,1
1970,1,9,15,54,44,0
1970,1,9,17,26,17,1
1970,1,9,17,32,45,0
1970,1,10,15,37,12,1
1970,1,10,20,35,47,0
1970,1,10,21,52,50,1
1970,1,11,8,17,0,0
1970,1,12,21,45,38,1
1970,1,12,22,0,0,0
1970,1,15,7,53,8,1
1970,1,15,8,25,18,0
1970,1,16,9,42,22,1
1970,1,16,10,20,38,0
1970,1,16,12,30,0,1
1970,1,16,12,53,59,0
1970,1,16,13,41,22,1
1970,1,16,14,7,26,0
1970,1,16,14,43,25,1
1970,1,16,15,3,7,0
1970,1,17,16,52,11,1
1970,1,17,17,3,8,0
1970,1,18,21,29,5,1
1970,1,19,7,58,9,0
1970,1,19,8,28,10,1
1970,1,19,8,30,0,0
1970,1,21,8,1,35,1
1970,1,21,17,30,0,0
1970,1,21,18,22,23,1
1970,1,21,19,9,58,0
1970,1,21,21,9,54,1
1970,1,21,22,0,0,0
1970,1,22,7,48,23,1
1970,1,22,8,30,0,0
1970,1,22,18,16,34,1
1970,1,22,18,52,7,0
1970,1,22,20,32,54,1
1970,1,22,21,2,7,0
1970,1,23,11,15,55,1
1970,1,23,11,42,32,0
1970,1,23,12,28,31,1
1970,1,23,13,8,20,0
1970,1,23,13,52,57,1
1970,1,23,14,29,56,0
1970,1,24,9,20,36,1
1970,1,24,9,51,37,0
1970,1,24,14,24,49,1
1970,1,24,15,24,28,0
1970,1,25,18,31,45,1
1970,1,25,18,38,17,0
1970,1,26,17,30,0,1
1970,1,26,18,13,47,0
1970,1,26,21,0,10,1
1970,1,26,21,18,7,0
1970,1,26,21,34,25,1
1970,1,26,22,0,0,0
1970,1,27,7,49,12,1
1970,1,27,7,58,5,0
1970,1,28,19,29,0,1
1970,1,28,19,39,48,0
1970,1,28,20,15,36,1
1970,1,28,20,24,33,0
1970,1,28,21,29,20,1
1970,1,28,22,0,0,0
1970,1,30,9,30,24,1
1970,1,30,9,46,33,0
1970,1,30,11,17,26,1
1970,1,30,11,39,35,0
1970,1,30,19,31,52,1
1970,1,30,20,2,23,0
1970,1,30,21,1,10,1
1970,1,30,21,22,55,0
1970,1,31,15,13,22,1
1970,1,31,15,33,51,0
1970,1,31,15,44,10,1
1970,1,31,16,25,3,0
1970,1,31,20,21,5,1
1970,2,1,8,24,56,0
1970,2,1,17,56,19,1
1970,2,1,18,19,43,0
1970,2,1,21,9,40,1
1970,2,3,3,47,38,0
1970,2,4,19,30,0,1
1970,2,4,19,46,51,0
1970,2,4,20,42,22,1
1970,2,4,21,9,28,0
1970,2,4,21,31,44,1
1970,2,4,21,53,29,0
1970,2,5,20,8,38,1
1970,2,5,20,33,13,0
1970,2,6,9,9,17,1
1970,2,6,9,30,31,0
1970,2,6,15,8,38,1
1970,2,6,19,1,28,0
1970,2,7,9,47,50,1
1970,2,7,9,55,33,0
1970,2,7,10,42,49,1
1970,2,7,11,31,55,0
1970,2,8,18,22,14,1
1970,2,8,18,27,33,0
1970,2,9,20,51,1,1
1970,2,10,1,31,57,0
1970,2,11,20,36,22,1
1970,2,11,21,23,30,0
1970,2,12,17,54,18,1
1970,2,12,18,1,31,0
1970,2,12,19,30,0,1
1970,2,12,20,24,22,0
1970,2,13,12,11,1,1
1970,2,13,12,17,10,0
1970,2,13,19,42,12,1
1970,2,13,19,45,56,0
1970,2,14,10,38,14,1
1970,2,14,12,40,42,0
1970,2,14,14,53,36,1
1970,2,14,15,16,29,0
1970,2,15,17,30,0,1
1970,2,15,17,41,15,0
1970,2,15,21,29,6,1
1970,2,16,7,29,19,0
1970,2,16,8,12,44,1
1970,2,16,8,30,0,0
1970,2,16,19,31,1,1
1970,2,16,20,20,59,0
1970,2,17,17,54,5,1
1970,2,17,18,25,6,0
1970,2,17,20,48,16,1
1970,2,17,21,43,49,0
1970,2,18,8,9,35,1
1970,2,18,8,30,0,0
1970,2,20,13,8,12,1
1970,2,20,13,30,30,0
1970,2,20,18,45,15,1
1970,2,20,19,42,44,0
1970,2,21,13,30,36,1
1970,2,21,13,36,50,0
1970,2,21,15,12,22,1
1970,2,21,15,52,3,0
1970,2,22,7,43,10,1
1970,2,22,8,19,29,0
1970,2,23,7,33,19,1
1970,2,23,7,46,27,0
1970,2,23,17,45,45,1
1970,2,23,18,12,30,0
1970,2,25,8,10,33,1
1970,2,25,8,30,0,0
1970,2,25,19,38,22,1
1970,2,25,20,37,2,0
