1970,1,1,0,24,1,1
1970,1,1,1,20,54,0
1970,1,1,2,0,51,1
1970,1,1,2,15,18,0
1970,1,1,2,35,31,1
1970,1,1,3,2,42,0
1970,1,1,3,32,22,1
1970,1,1,4,24,57,0
1970,1,1,4,51,10,1
1970,1,1,5,29,43,0
1970,1,1,5,38,45,1
1970,1,1,5,55,37,0
1970,1,1,6,51,50,1
1970,1,1,6,59,56,0
1970,1,1,7,17,48,1
1970,1,1,7,25,57,0
1970,1,1,19,40,45,1
1970,1,1,23,0,3,0
1970,1,1,23,17,44,1
1970,1,2,1,10,37,0
1970,1,2,1,49,12,1
1970,1,2,2,33,22,0
1970,1,2,3,31,32,1
1970,1,2,4,11,1,0
1970,1,2,4,29,48,1
1970,1,2,5,11,23,0
1970,1,2,5,18,2,1
1970,1,2,5,25,56,0
1970,1,2,6,19,12,1
1970,1,2,6,30,26,0
1970,1,2,7,4,46,1
1970,1,2,7,56,38,0
1970,1,2,8,40,36,1
1970,1,2,8,54,57,0
1970,1,2,12,56,51,1
1970,1,2,13,23,48,0
1970,1,2,13,54,55,1
1970,1,2,14,7,5,0
1970,1,2,22,38,50,1
1970,1,2,23,5,56,0
1970,1,2,23,39,54,1
1970,1,3,0,9,18,0
1970,1,3,0,22,36,1
1970,1,3,1,4,50,0
1970,1,3,1,55,27,1
1970,1,3,2,19,7,0
1970,1,3,3,9,30,1
1970,1,3,3,57,29,0
1970,1,3,4,23,51,1
1970,1,3,4,39,12,0
1970,1,3,4,45,4,1
1970,1,3,5,30,16,0
1970,1,3,6,26,45,1
1970,1,3,6,36,21,0
1970,1,3,7,29,19,1
1970,1,3,8,2,0,0
1970,1,3,9,7,54,1
1970,1,3,9,47,20,0
1970,1,3,14,29,4,1
1970,1,3,15,22,40,0
1970,1,3,22,25,4,1
1970,1,3,23,9,28,0
1970,1,4,0,0,28,1
1970,1,4,0,30,56,0
1970,1,4,0,37,57,1
1970,1,4,1,21,54,0
1970,1,4,2,12,36,1
1970,1,4,2,21,56,0
1970,1,4,3,2,40,1
1970,1,4,3,29,7,0
1970,1,4,4,14,34,1
1970,1,4,4,30,52,0
1970,1,4,5,18,58,1
1970,1,4,6,10,55,0
1970,1,4,6,50,30,1
1970,1,4,7,2,51,0
1970,1,4,7,37,13,1
1970,1,4,7,48,16,0
1970,1,4,21,3,17,1
1970,1,4,21,44,28,0
1970,1,4,22,0,2,1
1970,1,4,22,7,19,0
1970,1,4,22,14,20,1
1970,1,4,22,37,55,0
1970,1,4,23,35,20,1
1970,1,5,0,4,12,0
1970,1,5,0,45,18,1
1970,1,5,1,23,6,0
1970,1,5,2,20,24,1
1970,1,5,2,33,48,0
1970,1,5,3,31,22,1
1970,1,5,3,41,4,0
1970,1,5,4,27,29,1
1970,1,5,5,27,9,0
1970,1,5,5,30,43,1
1970,1,5,5,43,15,0
1970,1,5,6,11,17,1
1970,1,5,7,0,27,0
1970,1,5,7,42,7,1
1970,1,5,8,13,29,0
1970,1,5,22,45,0,1
1970,1,5,23,15,51,0
1970,1,5,23,35,58,1
1970,1,5,23,41,23,0
1970,1,5,23,56,45,1
1970,1,6,0,4,44,0
1970,1,6,0,33,32,1
1970,1,6,1,5,39,0
1970,1,6,1,17,43,1
1970,1,6,1,42,39,0
1970,1,6,2,8,6,1
1970,1,6,2,33,36,0
1970,1,6,3,12,43,1
1970,1,6,3,33,20,0
1970,1,6,4,32,29,1
1970,1,6,4,55,40,0
1970,1,6,5,42,10,1
1970,1,6,6,38,36,0
1970,1,6,6,48,35,1
1970,1,6,7,21,31,0
1970,1,6,20,25,45,1
1970,1,6,20,44,0,0
1970,1,6,22,56,7,1
1970,1,6,23,50,48,0
1970,1,7,0,32,1,1
1970,1,7,1,34,21,0
1970,1,7,2,1,49,1
1970,1,7,2,33,11,0
1970,1,7,3,5,20,1
1970,1,7,3,46,53,0
1970,1,7,3,59,51,1
1970,1,7,4,34,17,0
1970,1,7,5,7,3,1
1970,1,7,5,56,28,0
1970,1,7,6,16,38,1
1970,1,7,6,42,29,0
1970,1,7,22,11,16,1
1970,1,7,23,9,56,0
1970,1,7,23,35,39,1
1970,1,8,0,24,43,0
1970,1,8,1,23,50,1
1970,1,8,1,28,59,0
1970,1,8,1,54,59,1
1970,1,8,2,41,55,0
1970,1,8,3,1,13,1
1970,1,8,3,23,15,0
1970,1,8,4,16,23,1
1970,1,8,5,15,28,0
1970,1,8,5,45,56,1
1970,1,8,6,23,35,0
1970,1,8,6,54,34,1
1970,1,8,7,11,47,0
1970,1,8,7,27,40,1
1970,1,8,7,53,5,0
1970,1,8,22,0,0,1
1970,1,8,22,35,59,0
1970,1,8,23,15,55,1
1970,1,8,23,54,35,0
1970,1,9,0,35,27,1
1970,1,9,0,43,58,0
1970,1,9,1,7,5,1
1970,1,9,1,48,35,0
1970,1,9,1,57,46,1
1970,1,9,2,40,14,0
1970,1,9,3,26,12,1
1970,1,9,4,21,17,0
1970,1,9,4,27,32,1
1970,1,9,5,20,42,0
1970,1,9,5,59,59,1
1970,1,9,6,44,20,0
1970,1,9,7,25,12,1
1970,1,9,7,45,9,0
1970,1,9,8,23,42,1
1970,1,9,8,56,10,0
1970,1,9,14,29,39,1
1970,1,9,14,58,27,0
1970,1,9,17,30,55,1
1970,1,9,17,54,45,0
1970,1,9,18,40,58,1
1970,1,9,19,43,44,0
1970,1,9,22,9,35,1
1970,1,9,22,50,59,0
1970,1,9,23,12,49,1
1970,1,10,0,2,0,0
1970,1,10,0,11,19,1
1970,1,10,0,47,57,0
1970,1,10,1,1,20,1
1970,1,10,1,38,27,0
1970,1,10,2,6,1,1
1970,1,10,2,45,52,0
1970,1,10,3,37,39,1
1970,1,10,3,53,58,0
1970,1,10,4,44,58,1
1970,1,10,6,54,55,0
1970,1,10,7,47,59,1
1970,1,10,8,47,7,0
1970,1,10,8,53,15,1
1970,1,10,9,45,45,0
1970,1,10,15,6,17,1
1970,1,10,20,39,45,0
1970,1,10,22,50,44,1
1970,1,10,23,43,29,0
1970,1,11,0,30,38,1
1970,1,11,1,17,26,0
1970,1,11,1,41,52,1
1970,1,11,1,59,17,0
1970,1,11,2,49,12,1
1970,1,11,3,1,14,0
1970,1,11,3,39,21,1
1970,1,11,3,55,59,0
1970,1,11,4,11,13,1
1970,1,11,4,30,58,0
1970,1,11,4,41,6,1
1970,1,11,4,48,0,0
1970,1,11,4,59,59,1
1970,1,11,5,32,9,0
1970,1,11,5,48,13,1
1970,1,11,18,28,47,0
1970,1,11,20,36,57,1
1970,1,11,20,46,15,0
1970,1,11,22,0,3,1
1970,1,11,22,39,59,0
1970,1,11,23,4,41,1
1970,1,11,23,48,8,0
1970,1,12,0,47,47,1
1970,1,12,1,48,16,0
1970,1,12,2,41,13,1
1970,1,12,3,0,14,0
1970,1,12,3,45,16,1
1970,1,12,4,1,50,0
1970,1,12,4,59,33,1
1970,1,12,5,51,45,0
1970,1,12,6,15,46,1
1970,1,12,6,58,14,0
1970,1,12,7,7,1,1
1970,1,12,7,54,27,0
1970,1,12,19,14,16,1
1970,1,12,19,40,57,0
1970,1,12,20,7,55,1
1970,1,12,20,31,50,0
1970,1,12,22,42,43,1
1970,1,12,23,11,35,0
1970,1,12,23,31,19,1
1970,1,13,0,11,0,0
1970,1,13,1,5,11,1
1970,1,13,1,55,24,0
1970,1,13,2,38,38,1
1970,1,13,3,7,53,0
1970,1,13,3,19,9,1
1970,1,13,4,12,31,0
1970,1,13,4,51,51,1
1970,1,13,5,14,53,0
1970,1,13,5,45,13,1
1970,1,13,6,23,52,0
1970,1,13,6,36,51,1
1970,1,13,7,28,1,0
1970,1,13,22,0,0,1
1970,1,13,22,0,0,0
1970,1,13,23,30,8,1
1970,1,13,23,53,33,0
1970,1,14,0,2,4,1
1970,1,14,1,40,29,0
1970,1,14,1,54,17,1
1970,1,14,2,24,20,0
1970,1,14,2,50,42,1
1970,1,14,3,43,58,0
1970,1,14,4,13,17,1
1970,1,14,4,48,55,0
1970,1,14,5,46,56,1
1970,1,14,6,31,0,0
1970,1,14,6,56,33,1
1970,1,14,7,39,27,0
1970,1,14,21,14,51,1
1970,1,14,21,38,15,0
1970,1,14,22,0,0,1
1970,1,14,22,26,56,0
1970,1,14,22,55,43,1
1970,1,14,23,46,34,0
1970,1,15,0,41,16,1
1970,1,15,1,7,44,0
1970,1,15,1,58,21,1
1970,1,15,2,18,41,0
1970,1,15,3,8,57,1
1970,1,15,3,52,51,0
